text,label
Research on individual or group behavior using recorded voice or video data. The primary objective is... 87 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 442 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 271 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 332 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 61 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. This study aims to... 132 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 312 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Data will be collected via... 198 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 80 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. The primary objective is... 31 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 113 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 154 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 417 subjects involved.,Full Board
